Date,LocationName,LocationID,Parameter,Units,Value,CollectionMethod,SampleState,SampleDescriptor,LocationPurpose,SamplingAgency
2013-12-15T10:15:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T12:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,5.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,5.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T11:40:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,5.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T09:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,5.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T12:35:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,5.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T12:25:00.0-08:00,Colquitz North Side,14,Temperature  ,degrees C,5.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T11:17:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,5.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T12:34:00.0-08:00,Flats,18,Temperature  ,degrees C,5.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T11:46:00.0-08:00,Allotments,8,Temperature  ,degrees C,5.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T08:45:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,5.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T10:03:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,5.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T10:58:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,5.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T09:07:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,5.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T08:31:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,5.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T08:00:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T10:20:00.0-08:00,Flats,18,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T08:17:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,5.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,5.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,5.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T00:00:00.0-08:00,Blenkinsop Lake,12,Temperature  ,degrees C,5.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T10:35:00.0-08:00,Colquitz North Side,14,Temperature  ,degrees C,5.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T12:40:00.0-08:00,Above Swan,10,Temperature  ,degrees C,6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T09:20:00.0-08:00,Above Swan,10,Temperature  ,degrees C,6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T12:30:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,6.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,6.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T13:45:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,6.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-27T00:00:00.0-08:00,Columbine Culvert,15,Temperature  ,degrees C,6.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T10:57:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,6.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T12:03:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,6.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T10:45:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,6.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,6.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,6.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T13:20:00.0-08:00,Allotments,8,Temperature  ,degrees C,6.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T00:00:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,6.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Columbine Culvert Downstream,4,Temperature  ,degrees C,6.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,6.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,6.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,DS Ivy Grove Camp,17,Temperature  ,degrees C,6.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-02T16:30:00.0-08:00,Above Swan,10,Temperature  ,degrees C,6.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T11:05:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,6.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T11:00:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,6.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T13:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,6.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-24T12:39:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,6.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,6.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T11:45:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,6.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T11:20:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,6.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,6.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T12:23:00.0-08:00,Above Swan,10,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-01-12T09:45:00.0-08:00,Blenkinsop Lake,12,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T00:00:00.0-08:00,Colquitz North Side,14,Temperature  ,degrees C,6.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T11:30:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,6.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,6.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T00:00:00.0-08:00,Flats,18,Temperature  ,degrees C,6.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,6.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,6.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,6.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T14:30:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,6.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T12:00:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,6.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,6.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T12:30:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T10:20:00.0-08:00,Allotments,8,Temperature  ,degrees C,7.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,7.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,7.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,7.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,7.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,7.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T13:05:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T00:00:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,7.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T12:27:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,7.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T13:55:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,7.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-15T11:46:00.0-08:00,Above Swan,10,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T11:15:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T00:00:00.0-08:00,Blenkinsop Lake,12,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,7.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T11:30:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,7.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T15:50:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,7.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-02-22T12:30:00.0-08:00,Above Swan,10,Temperature  ,degrees C,7.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T12:55:00.0-08:00,Allotments,8,Temperature  ,degrees C,7.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T10:49:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T14:00:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T11:55:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T12:08:00.0-08:00,Above Swan,10,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-12T14:30:00.0-08:00,Above Swan,10,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T08:00:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-28T10:30:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T10:13:00.0-08:00,Blenkinsop Lake,12,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T09:07:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T10:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T12:10:00.0-08:00,Columbine Culvert Downstream,4,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T11:10:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T11:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,7.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T09:20:00.0-08:00,Allotments,8,Temperature  ,degrees C,7.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T11:28:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T14:35:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,7.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T13:25:00.0-08:00,Swan Creek upstream of Christmas Hill Spring,7,Temperature  ,degrees C,7.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-27T15:30:00.0-08:00,Above Swan,10,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T11:05:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T11:40:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T09:48:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T11:30:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T11:20:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,7.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-19T16:15:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-09T15:00:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T09:20:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T09:37:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T09:50:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-12-05T14:00:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T11:55:00.0-08:00,Allotments,8,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T12:10:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T10:37:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T12:10:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8.1,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-22T11:38:00.0-08:00,Allotments,8,Temperature  ,degrees C,8.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T11:10:00.0-08:00,Allotments,8,Temperature  ,degrees C,8.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,8.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T10:00:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,8.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,8.2,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Colquitz North Side,14,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T12:40:00.0-08:00,Colquitz North Side,14,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T10:28:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T12:55:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Flats,18,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-12-01T12:50:00.0-08:00,Flats,18,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T10:18:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8.3,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Blenkinsop Lake,12,Temperature  ,degrees C,8.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-16T09:37:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,8.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-01-16T11:34:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,8.4,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-11-22T12:20:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T15:00:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T14:20:00.0-08:00,Allotments,8,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T13:40:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Colquitz North Mann,13,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T11:45:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T14:10:00.0-08:00,Swan Creek upstream of Christmas Hill Spring,7,Temperature  ,degrees C,8.5,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T11:30:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,8.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T11:55:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,8.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:50:00.0-08:00,Columbine Culvert Downstream,4,Temperature  ,degrees C,8.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-11T13:25:00.0-08:00,Columbine Culvert Downstream,4,Temperature  ,degrees C,8.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:40:00.0-08:00,Columbine Culvert Upstream,16,Temperature  ,degrees C,8.6,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:45:00.0-08:00,Carey and Mackenzie,5,Temperature  ,degrees C,8.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T12:10:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,8.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T13:20:00.0-08:00,Swan Lake,9,Temperature  ,degrees C,8.7,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,8.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-03-21T13:00:00.0-08:00,Allotments,8,Temperature  ,degrees C,8.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T12:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8.8,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2014-12-21T14:11:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2017-12-27T14:45:00.0-08:00,Above Swan,10,Temperature  ,degrees C,8.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2015-02-14T11:30:00.0-08:00,Art's Riffle,1,Temperature  ,degrees C,8.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,8.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2016-02-06T12:05:00.0-08:00,Columbine Riffle,3,Temperature  ,degrees C,8.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
2013-11-09T00:00:00.0-08:00,Mike's Bridge,2,Temperature  ,degrees C,8.9,In Stream Observations,Fresh Water,General,BACKGROUND,Friends of Swan Creek
